sensorId,timestamp,co2,humidity,light,motion,temperature
sensor30-2,2025-11-18T18:03:36Z,1606.00,41.00,114.00,0.00,18.40
sensor30-2,2025-11-18T18:08:36Z,1596.00,41.00,114.00,2.00,18.40
sensor30-2,2025-11-18T18:13:36Z,1599.00,41.00,114.00,0.00,18.30
sensor30-2,2025-11-18T18:18:36Z,1591.00,41.00,114.00,0.00,18.30
sensor30-2,2025-11-18T18:23:36Z,1572.00,41.00,114.00,0.00,18.30
sensor30-2,2025-11-18T18:28:36Z,1585.00,41.00,114.00,0.00,18.30
sensor30-2,2025-11-18T18:33:36Z,1571.00,41.00,114.00,4.00,18.20
sensor30-2,2025-11-18T18:38:36Z,1564.00,41.00,0.00,1.00,18.20
sensor30-2,2025-11-18T18:43:36Z,1554.00,41.00,0.00,0.00,18.20
sensor30-2,2025-11-18T18:48:36Z,1547.00,41.00,0.00,0.00,18.20
sensor30-2,2025-11-18T18:53:36Z,1551.00,41.00,0.00,0.00,18.20
sensor30-2,2025-11-18T18:58:36Z,1531.00,41.00,0.00,0.00,18.10
sensor30-2,2025-11-18T19:03:36Z,1540.00,41.00,0.00,0.00,18.10
sensor30-2,2025-11-18T19:08:36Z,1525.00,41.00,0.00,0.00,18.10
sensor30-2,2025-11-18T19:13:36Z,1518.00,41.00,0.00,0.00,18.10
sensor30-2,2025-11-18T19:18:36Z,1502.00,41.00,0.00,0.00,18.00
sensor30-2,2025-11-18T19:23:36Z,1506.00,41.00,0.00,0.00,18.00
sensor30-2,2025-11-18T19:28:36Z,1481.00,41.00,0.00,0.00,18.00
sensor30-2,2025-11-18T19:33:36Z,1495.00,41.00,0.00,0.00,18.00
sensor30-2,2025-11-18T19:43:35Z,1470.00,41.00,0.00,0.00,18.00
sensor30-2,2025-11-18T19:48:35Z,1447.00,41.00,0.00,0.00,17.90
sensor30-2,2025-11-18T19:53:35Z,1448.00,41.00,0.00,0.00,17.90
sensor30-2,2025-11-18T19:58:35Z,1444.00,41.00,0.00,0.00,17.90
sensor30-2,2025-11-18T20:03:35Z,1438.00,41.00,0.00,0.00,17.80
sensor30-2,2025-11-18T20:08:35Z,1430.00,41.00,0.00,0.00,17.80
sensor30-2,2025-11-18T20:13:35Z,1408.00,41.00,0.00,0.00,17.80
sensor30-2,2025-11-18T20:18:35Z,1404.00,41.00,0.00,0.00,17.80
sensor30-2,2025-11-18T20:23:35Z,1415.00,41.00,0.00,0.00,17.80
sensor30-2,2025-11-18T20:28:35Z,1401.00,41.00,0.00,0.00,17.80
sensor30-2,2025-11-18T20:33:35Z,1396.00,41.00,0.00,0.00,17.70
sensor30-2,2025-11-18T20:38:35Z,1386.00,41.00,0.00,0.00,17.70
sensor30-2,2025-11-18T20:43:35Z,1377.00,41.00,0.00,0.00,17.70
sensor30-2,2025-11-18T20:48:35Z,1360.00,41.00,0.00,0.00,17.60
sensor30-2,2025-11-18T20:53:35Z,1364.00,41.00,0.00,0.00,17.70
sensor30-2,2025-11-18T20:58:35Z,1363.00,41.00,0.00,0.00,17.70
sensor30-2,2025-11-18T21:03:35Z,1359.00,41.00,0.00,0.00,17.60
sensor30-2,2025-11-18T21:08:35Z,1342.00,41.00,0.00,0.00,17.60
sensor30-2,2025-11-18T21:13:35Z,1343.00,41.00,0.00,0.00,17.60
sensor30-2,2025-11-18T21:18:35Z,1336.00,41.00,0.00,0.00,17.60
sensor30-2,2025-11-18T21:23:35Z,1330.00,41.00,0.00,0.00,17.60
sensor30-2,2025-11-18T21:28:35Z,1318.00,41.00,0.00,0.00,17.60
sensor30-2,2025-11-18T21:33:35Z,1309.00,41.00,0.00,0.00,17.60
sensor30-2,2025-11-18T21:38:35Z,1311.00,41.00,0.00,0.00,17.50
sensor30-2,2025-11-18T21:43:35Z,1297.00,41.00,0.00,0.00,17.50
sensor30-2,2025-11-18T21:48:35Z,1307.00,40.00,0.00,0.00,17.50
sensor30-2,2025-11-18T21:53:35Z,1298.00,40.00,0.00,0.00,17.50
sensor30-2,2025-11-18T21:58:35Z,1294.00,40.00,0.00,0.00,17.50
sensor30-2,2025-11-18T22:03:35Z,1284.00,40.00,0.00,0.00,17.40
sensor30-2,2025-11-18T22:08:35Z,1287.00,40.00,0.00,0.00,17.40
sensor30-2,2025-11-18T22:13:35Z,1282.00,40.00,0.00,0.00,17.40
sensor30-2,2025-11-18T22:18:35Z,1281.00,40.00,0.00,0.00,17.40
sensor30-2,2025-11-18T22:23:35Z,1261.00,40.00,0.00,0.00,17.40
sensor30-2,2025-11-18T22:28:35Z,1261.00,40.00,0.00,0.00,17.40
sensor30-2,2025-11-18T22:33:35Z,1252.00,40.00,0.00,0.00,17.40
sensor30-2,2025-11-18T22:38:35Z,1244.00,40.00,0.00,0.00,17.40
sensor30-2,2025-11-18T22:43:35Z,1242.00,40.00,0.00,0.00,17.40
sensor30-2,2025-11-18T22:48:35Z,1224.00,40.00,0.00,0.00,17.30
sensor30-2,2025-11-18T22:53:35Z,1230.00,40.00,0.00,0.00,17.30
sensor30-2,2025-11-18T22:58:35Z,1220.00,40.00,0.00,0.00,17.30
sensor30-2,2025-11-18T23:03:35Z,1231.00,40.00,0.00,0.00,17.30
sensor30-2,2025-11-18T23:08:35Z,1219.00,40.00,0.00,0.00,17.30
sensor30-2,2025-11-18T23:13:35Z,1213.00,40.00,0.00,0.00,17.30
sensor30-2,2025-11-18T23:18:35Z,1203.00,40.00,0.00,0.00,17.20
sensor30-2,2025-11-18T23:23:35Z,1198.00,40.00,0.00,0.00,17.20
sensor30-2,2025-11-18T23:28:35Z,1191.00,40.00,0.00,0.00,17.20
sensor30-2,2025-11-18T23:33:35Z,1200.00,40.00,0.00,0.00,17.20
sensor30-2,2025-11-18T23:38:35Z,1184.00,40.00,0.00,0.00,17.20
sensor30-2,2025-11-18T23:43:35Z,1175.00,40.00,0.00,0.00,17.20
sensor30-2,2025-11-18T23:48:35Z,1172.00,40.00,0.00,0.00,17.20
sensor30-2,2025-11-18T23:53:35Z,1173.00,40.00,0.00,0.00,17.20
sensor30-2,2025-11-18T23:58:35Z,1165.00,40.00,0.00,0.00,17.10
sensor31,2025-11-18T00:03:39Z,725.00,38.00,0.00,0.00,20.40
sensor31,2025-11-18T00:08:39Z,715.00,38.00,0.00,0.00,20.40
sensor31,2025-11-18T00:13:39Z,710.00,38.00,0.00,0.00,20.30
sensor31,2025-11-18T00:18:39Z,696.00,38.00,0.00,0.00,20.30
sensor31,2025-11-18T00:23:39Z,718.00,37.00,0.00,0.00,20.40
sensor31,2025-11-18T00:28:39Z,684.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T00:33:39Z,704.00,37.00,0.00,0.00,20.40
sensor31,2025-11-18T00:38:39Z,703.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T00:43:39Z,709.00,37.00,0.00,0.00,20.40
sensor31,2025-11-18T00:48:39Z,680.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T00:53:39Z,685.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T00:58:39Z,702.00,37.00,0.00,0.00,20.40
sensor31,2025-11-18T01:03:39Z,692.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:08:39Z,655.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:13:39Z,666.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:18:39Z,654.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:23:39Z,684.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:28:39Z,668.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:33:39Z,682.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:38:38Z,643.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:43:38Z,652.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:48:38Z,652.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:53:38Z,655.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T01:58:38Z,649.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T02:03:38Z,635.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T02:08:38Z,662.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T02:13:39Z,642.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T02:18:38Z,641.00,37.00,0.00,0.00,20.40
sensor31,2025-11-18T02:23:38Z,623.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T02:28:38Z,638.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T02:33:38Z,629.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T02:38:38Z,631.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T02:43:38Z,620.00,37.00,0.00,0.00,20.20
sensor31,2025-11-18T02:48:38Z,614.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T02:53:38Z,626.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T02:58:38Z,595.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T03:03:38Z,616.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T03:08:38Z,619.00,37.00,0.00,0.00,20.20
sensor31,2025-11-18T03:13:38Z,611.00,37.00,0.00,0.00,20.20
sensor31,2025-11-18T03:18:38Z,620.00,37.00,0.00,0.00,20.20
sensor31,2025-11-18T03:23:38Z,598.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T03:28:38Z,600.00,37.00,0.00,0.00,20.30
sensor31,2025-11-18T03:33:38Z,608.00,37.00,0.00,0.00,20.20
sensor31,2025-11-18T03:38:38Z,583.00,37.00,0.00,0.00,20.20
sensor31,2025-11-18T03:43:38Z,617.00,36.00,0.00,0.00,20.30
sensor31,2025-11-18T03:48:38Z,599.00,37.00,0.00,0.00,20.20
sensor31,2025-11-18T03:53:38Z,600.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T03:58:38Z,615.00,37.00,0.00,0.00,20.20
sensor31,2025-11-18T04:03:38Z,595.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T04:08:38Z,576.00,37.00,0.00,0.00,20.20
sensor31,2025-11-18T04:13:38Z,575.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T04:18:38Z,596.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T04:23:38Z,587.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T04:28:38Z,566.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T04:33:38Z,562.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T04:38:38Z,580.00,36.00,0.00,0.00,20.10
sensor31,2025-11-18T04:43:38Z,551.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T04:48:38Z,550.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T04:53:38Z,569.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T04:58:38Z,556.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T05:03:38Z,553.00,36.00,0.00,0.00,20.10
sensor31,2025-11-18T05:08:38Z,549.00,36.00,0.00,0.00,20.10
sensor31,2025-11-18T05:13:38Z,553.00,36.00,0.00,0.00,20.10
sensor31,2025-11-18T05:18:38Z,558.00,36.00,0.00,0.00,20.10
sensor31,2025-11-18T05:23:38Z,547.00,36.00,0.00,0.00,20.10
sensor31,2025-11-18T05:28:38Z,554.00,36.00,0.00,0.00,20.10
sensor31,2025-11-18T05:33:38Z,558.00,36.00,0.00,0.00,20.20
sensor31,2025-11-18T05:38:38Z,551.00,36.00,0.00,0.00,20.10
sensor31,2025-11-18T05:48:38Z,543.00,36.00,0.00,0.00,20.10
sensor31,2025-11-18T05:53:38Z,528.00,36.00,0.00,0.00,20.10
sensor31,2025-11-18T05:58:38Z,528.00,35.00,0.00,0.00,20.10
sensor31,2025-11-18T06:03:38Z,532.00,35.00,16.00,2.00,20.20
sensor31,2025-11-18T06:08:38Z,525.00,35.00,0.00,1.00,20.10
sensor31,2025-11-18T06:13:38Z,523.00,35.00,0.00,0.00,20.20
sensor31,2025-11-18T06:18:38Z,521.00,35.00,3.00,0.00,20.20
sensor31,2025-11-18T06:23:38Z,519.00,35.00,3.00,0.00,20.20
sensor31,2025-11-18T06:28:38Z,538.00,35.00,3.00,0.00,20.20
sensor31,2025-11-18T06:33:38Z,520.00,35.00,6.00,0.00,20.20
sensor31,2025-11-18T06:38:38Z,513.00,35.00,6.00,0.00,20.20
sensor31,2025-11-18T06:43:38Z,532.00,35.00,40.00,2.00,20.10
sensor31,2025-11-18T06:48:38Z,526.00,35.00,23.00,2.00,20.10
sensor31,2025-11-18T06:53:38Z,515.00,35.00,26.00,0.00,20.20
sensor31,2025-11-18T06:58:38Z,512.00,35.00,30.00,0.00,20.20
sensor31,2025-11-18T07:03:38Z,510.00,35.00,33.00,0.00,20.20
sensor31,2025-11-18T07:08:38Z,515.00,35.00,33.00,0.00,20.20
sensor31,2025-11-18T07:13:38Z,515.00,35.00,40.00,0.00,20.10
sensor31,2025-11-18T07:18:38Z,502.00,35.00,47.00,0.00,20.20
sensor31,2025-11-18T07:23:37Z,518.00,35.00,50.00,0.00,20.20
sensor31,2025-11-18T07:28:37Z,505.00,35.00,53.00,0.00,20.20
sensor31,2025-11-18T07:33:38Z,496.00,35.00,43.00,0.00,20.20
sensor31,2025-11-18T07:38:37Z,504.00,35.00,43.00,0.00,20.20
sensor31,2025-11-18T07:43:37Z,505.00,35.00,40.00,0.00,20.20
sensor31,2025-11-18T07:48:37Z,486.00,34.00,40.00,0.00,20.20
sensor31,2025-11-18T07:53:37Z,496.00,34.00,43.00,0.00,20.20
sensor31,2025-11-18T07:58:37Z,480.00,34.00,43.00,0.00,20.10
sensor31,2025-11-18T08:03:37Z,491.00,34.00,47.00,0.00,20.20
sensor31,2025-11-18T08:08:37Z,489.00,34.00,47.00,0.00,20.20
sensor31,2025-11-18T08:13:37Z,491.00,34.00,50.00,0.00,20.20
sensor31,2025-11-18T08:18:37Z,473.00,34.00,53.00,0.00,20.20
sensor31,2025-11-18T08:23:37Z,474.00,34.00,57.00,0.00,20.20
sensor31,2025-11-18T08:28:37Z,505.00,34.00,50.00,3.00,20.20
sensor31,2025-11-18T08:33:37Z,477.00,34.00,50.00,3.00,20.20
sensor31,2025-11-18T08:38:37Z,486.00,34.00,50.00,0.00,20.30
sensor31,2025-11-18T08:43:37Z,484.00,34.00,63.00,0.00,20.20
sensor31,2025-11-18T08:48:37Z,521.00,34.00,94.00,0.00,20.30
sensor31,2025-11-18T08:53:37Z,508.00,34.00,141.00,0.00,20.30
sensor31,2025-11-18T08:58:37Z,512.00,34.00,84.00,1.00,20.30
sensor31,2025-11-18T09:03:37Z,537.00,34.00,161.00,3.00,20.30
sensor31,2025-11-18T09:08:37Z,523.00,34.00,185.00,0.00,20.30
sensor31,2025-11-18T09:13:37Z,563.00,34.00,154.00,2.00,20.30
sensor31,2025-11-18T09:18:37Z,604.00,34.00,151.00,0.00,20.30
sensor31,2025-11-18T09:23:37Z,593.00,34.00,161.00,0.00,20.40
sensor31,2025-11-18T09:28:37Z,605.00,34.00,202.00,1.00,20.40
sensor31,2025-11-18T09:33:37Z,646.00,34.00,90.00,0.00,20.50
sensor31,2025-11-18T09:38:37Z,688.00,35.00,94.00,1.00,20.50
sensor31,2025-11-18T09:43:37Z,787.00,35.00,202.00,2.00,20.60
sensor31,2025-11-18T09:48:37Z,854.00,35.00,127.00,3.00,20.60
sensor31,2025-11-18T09:53:37Z,960.00,36.00,107.00,5.00,20.70
sensor31,2025-11-18T09:58:37Z,1038.00,37.00,74.00,0.00,20.80
sensor31,2025-11-18T10:03:37Z,1149.00,38.00,67.00,3.00,20.90
sensor31,2025-11-18T10:08:37Z,1254.00,38.00,87.00,0.00,20.90
sensor31,2025-11-18T10:13:37Z,1322.00,39.00,94.00,0.00,20.90
sensor31,2025-11-18T10:18:37Z,1423.00,40.00,127.00,0.00,21.00
sensor31,2025-11-18T10:23:37Z,1519.00,41.00,90.00,2.00,21.10
sensor31,2025-11-18T10:28:37Z,1618.00,41.00,84.00,0.00,21.10
sensor31,2025-11-18T10:33:37Z,1719.00,42.00,77.00,0.00,21.10
sensor31,2025-11-18T10:38:37Z,1789.00,42.00,80.00,0.00,21.20
sensor31,2025-11-18T10:43:37Z,1931.00,43.00,77.00,1.00,21.30
sensor31,2025-11-18T10:48:37Z,2011.00,43.00,97.00,0.00,21.30
sensor31,2025-11-18T10:53:37Z,2118.00,44.00,104.00,0.00,21.30
sensor31,2025-11-18T10:58:37Z,2168.00,44.00,114.00,0.00,21.30
sensor31,2025-11-18T11:03:37Z,2268.00,45.00,208.00,0.00,21.40
sensor31,2025-11-18T11:08:37Z,2349.00,45.00,165.00,0.00,21.50
sensor31,2025-11-18T11:13:37Z,2431.00,46.00,185.00,0.00,21.50
sensor31,2025-11-18T11:18:37Z,2512.00,46.00,198.00,0.00,21.50
sensor31,2025-11-18T11:23:37Z,2571.00,46.00,171.00,0.00,21.50
sensor31,2025-11-18T11:28:37Z,2658.00,47.00,165.00,2.00,21.60
sensor31,2025-11-18T11:33:37Z,2745.00,47.00,239.00,0.00,21.70
sensor31,2025-11-18T11:38:37Z,2744.00,47.00,235.00,1.00,21.60
sensor31,2025-11-18T11:43:37Z,2845.00,48.00,245.00,1.00,21.70
sensor31,2025-11-18T11:48:37Z,2849.00,48.00,225.00,0.00,21.80
sensor31,2025-11-18T11:53:37Z,2972.00,48.00,316.00,0.00,21.80
sensor31,2025-11-18T11:58:37Z,2938.00,48.00,262.00,2.00,21.90
sensor31,2025-11-18T12:03:37Z,2818.00,47.00,437.00,8.00,21.80
sensor31,2025-11-18T12:08:37Z,2598.00,46.00,441.00,2.00,21.80
sensor31,2025-11-18T12:13:37Z,2600.00,46.00,404.00,5.00,21.80
sensor31,2025-11-18T12:18:37Z,2363.00,45.00,572.00,3.00,21.80
sensor31,2025-11-18T12:23:37Z,1966.00,42.00,380.00,0.00,21.80
sensor31,2025-11-18T12:28:37Z,1775.00,41.00,939.00,0.00,21.70
sensor31,2025-11-18T12:33:37Z,1623.00,39.00,946.00,0.00,21.70
sensor31,2025-11-18T12:38:37Z,1541.00,38.00,855.00,0.00,21.80
sensor31,2025-11-18T12:43:37Z,1428.00,37.00,862.00,0.00,21.80
sensor31,2025-11-18T12:48:37Z,1314.00,36.00,511.00,0.00,21.80
sensor31,2025-11-18T12:53:37Z,1231.00,35.00,855.00,1.00,21.80
sensor31,2025-11-18T12:58:37Z,1184.00,35.00,858.00,9.00,21.90
sensor31,2025-11-18T13:03:37Z,1172.00,34.00,764.00,2.00,21.90
sensor31,2025-11-18T13:08:36Z,1204.00,34.00,825.00,2.00,21.90
sensor31,2025-11-18T13:13:36Z,1169.00,34.00,852.00,0.00,22.10
sensor31,2025-11-18T13:18:36Z,1132.00,34.00,168.00,0.00,22.10
sensor31,2025-11-18T13:23:36Z,1144.00,34.00,582.00,0.00,22.00
sensor31,2025-11-18T13:28:36Z,1103.00,34.00,1017.00,0.00,22.10
sensor31,2025-11-18T13:33:36Z,1062.00,33.00,1023.00,0.00,22.10
sensor31,2025-11-18T13:48:36Z,1004.00,33.00,906.00,0.00,22.30
sensor31,2025-11-18T13:53:36Z,981.00,33.00,933.00,0.00,22.30
sensor31,2025-11-18T13:58:36Z,997.00,32.00,889.00,0.00,22.30
sensor31,2025-11-18T14:03:36Z,965.00,32.00,825.00,0.00,22.30
sensor31,2025-11-18T14:08:36Z,936.00,32.00,707.00,0.00,22.30
sensor31,2025-11-18T14:13:36Z,975.00,32.00,683.00,0.00,22.30
sensor31,2025-11-18T14:18:36Z,935.00,32.00,623.00,1.00,22.30
sensor31,2025-11-18T14:23:36Z,940.00,32.00,586.00,0.00,22.30
sensor31,2025-11-18T14:28:36Z,940.00,32.00,373.00,0.00,22.20
sensor31,2025-11-18T14:33:36Z,903.00,31.00,171.00,2.00,22.10
sensor31,2025-11-18T14:38:36Z,842.00,32.00,114.00,2.00,22.10
sensor31,2025-11-18T14:43:36Z,873.00,31.00,134.00,0.00,22.00
sensor31,2025-11-18T14:48:36Z,888.00,31.00,330.00,4.00,21.90
sensor31,2025-11-18T14:53:36Z,876.00,32.00,57.00,0.00,21.90
sensor31,2025-11-18T14:58:36Z,855.00,32.00,50.00,0.00,21.70
sensor31,2025-11-18T15:03:36Z,845.00,32.00,47.00,0.00,21.70
sensor31,2025-11-18T15:08:36Z,868.00,32.00,40.00,0.00,21.60
sensor31,2025-11-18T15:13:36Z,831.00,32.00,33.00,0.00,21.60
sensor31,2025-11-18T15:18:36Z,844.00,32.00,30.00,0.00,21.50
sensor31,2025-11-18T15:23:36Z,809.00,32.00,26.00,0.00,21.50
sensor31,2025-11-18T15:28:36Z,833.00,32.00,23.00,0.00,21.40
sensor31,2025-11-18T15:33:36Z,808.00,32.00,20.00,0.00,21.40
sensor31,2025-11-18T15:38:36Z,801.00,32.00,20.00,0.00,21.40
sensor31,2025-11-18T15:43:36Z,786.00,32.00,16.00,0.00,21.30
sensor31,2025-11-18T15:48:36Z,775.00,32.00,16.00,0.00,21.30
sensor31,2025-11-18T15:53:36Z,758.00,31.00,16.00,2.00,21.20
sensor31,2025-11-18T15:58:36Z,758.00,31.00,16.00,0.00,21.20
sensor31,2025-11-18T16:03:36Z,712.00,31.00,16.00,0.00,21.20
sensor31,2025-11-18T16:08:36Z,731.00,31.00,16.00,0.00,21.20
sensor31,2025-11-18T16:13:36Z,690.00,31.00,16.00,0.00,21.10
sensor31,2025-11-18T16:18:36Z,706.00,30.00,16.00,1.00,21.10
sensor31,2025-11-18T16:23:36Z,703.00,31.00,16.00,1.00,21.10
sensor31,2025-11-18T16:28:36Z,710.00,31.00,16.00,0.00,21.10
sensor31,2025-11-18T16:33:36Z,733.00,31.00,16.00,0.00,21.10
sensor31,2025-11-18T16:38:36Z,700.00,31.00,16.00,0.00,21.10
sensor31,2025-11-18T16:43:36Z,691.00,30.00,16.00,0.00,21.00
sensor31,2025-11-18T16:48:36Z,680.00,30.00,16.00,0.00,21.00
sensor31,2025-11-18T16:53:36Z,675.00,30.00,16.00,0.00,21.00
sensor31,2025-11-18T16:58:36Z,665.00,30.00,16.00,0.00,21.00
sensor31,2025-11-18T17:03:36Z,688.00,30.00,16.00,0.00,21.00
sensor31,2025-11-18T17:08:36Z,693.00,30.00,16.00,0.00,20.90
sensor31,2025-11-18T17:13:36Z,668.00,30.00,16.00,0.00,21.00
sensor31,2025-11-18T17:18:36Z,638.00,30.00,16.00,0.00,20.90
sensor31,2025-11-18T17:23:36Z,645.00,30.00,16.00,0.00,20.90
sensor31,2025-11-18T17:28:36Z,626.00,29.00,16.00,0.00,20.90
sensor31,2025-11-18T17:33:36Z,620.00,29.00,16.00,0.00,20.90
sensor31,2025-11-18T17:38:36Z,623.00,29.00,16.00,0.00,20.80
sensor31,2025-11-18T17:43:36Z,596.00,29.00,16.00,0.00,20.90
sensor31,2025-11-18T17:48:36Z,585.00,29.00,16.00,0.00,20.80
sensor31,2025-11-18T17:53:36Z,582.00,29.00,16.00,0.00,20.80
sensor31,2025-11-18T17:58:36Z,573.00,28.00,16.00,0.00,20.80
sensor31,2025-11-18T18:03:36Z,583.00,29.00,16.00,0.00,20.80
sensor31,2025-11-18T18:08:36Z,591.00,29.00,16.00,0.00,20.80
sensor31,2025-11-18T18:13:36Z,591.00,29.00,16.00,0.00,20.70
sensor31,2025-11-18T18:18:36Z,625.00,29.00,0.00,0.00,20.80
sensor31,2025-11-18T18:23:36Z,683.00,29.00,0.00,0.00,20.80
sensor31,2025-11-18T18:28:36Z,666.00,29.00,0.00,0.00,20.80
sensor31,2025-11-18T18:33:36Z,655.00,29.00,0.00,0.00,20.70
sensor31,2025-11-18T18:38:36Z,651.00,29.00,0.00,0.00,20.70
sensor31,2025-11-18T18:43:36Z,653.00,30.00,0.00,0.00,20.70
sensor31,2025-11-18T18:48:36Z,636.00,30.00,0.00,0.00,20.70
sensor31,2025-11-18T18:53:35Z,644.00,30.00,0.00,0.00,20.70
sensor31,2025-11-18T18:58:35Z,635.00,30.00,0.00,0.00,20.70
sensor31,2025-11-18T19:03:35Z,631.00,30.00,0.00,0.00,20.70
sensor31,2025-11-18T19:08:35Z,617.00,30.00,0.00,0.00,20.70
sensor31,2025-11-18T19:13:35Z,638.00,30.00,0.00,0.00,20.70
sensor31,2025-11-18T19:18:35Z,621.00,30.00,0.00,0.00,20.70
sensor31,2025-11-18T19:23:35Z,636.00,30.00,0.00,0.00,20.70
sensor31,2025-11-18T19:28:35Z,635.00,30.00,0.00,0.00,20.60
sensor31,2025-11-18T19:33:36Z,627.00,30.00,0.00,0.00,20.60
sensor31,2025-11-18T19:38:35Z,634.00,30.00,0.00,0.00,20.60
sensor31,2025-11-18T19:43:35Z,619.00,30.00,0.00,0.00,20.60
sensor31,2025-11-18T19:48:35Z,630.00,30.00,0.00,0.00,20.60
sensor31,2025-11-18T19:53:35Z,636.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T19:58:35Z,609.00,30.00,0.00,0.00,20.60
sensor31,2025-11-18T20:03:35Z,632.00,30.00,0.00,0.00,20.60
sensor31,2025-11-18T20:08:35Z,606.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T20:13:35Z,604.00,30.00,0.00,0.00,20.60
sensor31,2025-11-18T20:18:35Z,617.00,30.00,0.00,0.00,20.60
sensor31,2025-11-18T20:23:35Z,611.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T20:28:35Z,637.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T20:33:35Z,616.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T20:38:35Z,614.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T20:43:35Z,599.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T20:48:35Z,600.00,30.00,0.00,0.00,20.60
sensor31,2025-11-18T20:53:35Z,597.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T20:58:35Z,600.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T21:03:35Z,591.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T21:08:35Z,603.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T21:13:35Z,592.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T21:18:35Z,580.00,30.00,0.00,0.00,20.40
sensor31,2025-11-18T21:23:35Z,591.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T21:28:35Z,599.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T21:33:35Z,606.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T21:38:35Z,593.00,30.00,0.00,0.00,20.40
sensor31,2025-11-18T21:43:35Z,606.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T21:48:35Z,577.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T21:53:35Z,580.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T21:58:35Z,565.00,30.00,0.00,0.00,20.40
sensor31,2025-11-18T22:03:35Z,574.00,30.00,0.00,0.00,20.50
sensor31,2025-11-18T22:08:35Z,572.00,30.00,0.00,0.00,20.40
sensor31,2025-11-18T22:13:35Z,569.00,30.00,0.00,0.00,20.40
sensor31,2025-11-18T22:18:35Z,568.00,30.00,0.00,0.00,20.40
sensor31,2025-11-18T22:23:35Z,575.00,30.00,0.00,0.00,20.40
sensor31,2025-11-18T22:28:35Z,574.00,30.00,0.00,0.00,20.30
sensor31,2025-11-18T22:33:35Z,554.00,30.00,0.00,0.00,20.40
sensor31,2025-11-18T22:38:35Z,541.00,30.00,0.00,0.00,20.40
sensor31,2025-11-18T22:43:35Z,561.00,30.00,0.00,0.00,20.40
sensor31,2025-11-18T22:48:35Z,569.00,30.00,0.00,0.00,20.40
